depth_mMDRF,dipazimuth_deg,dip_deg,type
1846.341323,257.6231,56.68829,Cond_FTCC
1846.4550940000001,267.42539999999997,50.76218,Cond_FTCC
1846.624427,255.822,55.96793,Cond_FTCC
1846.848073,256.35310000000004,58.183980000000005,Cond_FTCC
1846.918115,255.0999,57.739259999999994,Cond_FTCC
1847.0001350000002,253.9947,55.25611,Cond_FTCC
1847.0980309999998,256.14840000000004,59.2275,Cond_FTCC
1847.2609350000002,243.5092,63.75056,Cond_FTCC
1847.363764,243.9247,58.99508,Cond_FTCC
1847.5935829999999,240.7809,59.564519999999995,Cond_FTCC
1847.6948539999999,243.2206,59.595969999999994,Cond_FTCC
1856.353907,421.8481,89.83629,Cond_FTS
1856.961286,299.2326,76.65151999999999,Cond_FTS
1857.863232,242.3691,77.07903,Cond_FTS
1868.027206,255.3208,85.23859,Cond_PTS
1868.3282989999998,223.4924,73.38624,Cond_PTS
1868.6841350000002,221.3633,66.03676999999999,Cond_FTS
1869.1576710000002,129.20174,43.38939,Cond_FTS
1869.4842489999999,113.68153000000001,52.224270000000004,Cond_PTS
1885.3913850000001,197.04219999999998,72.70251,Cond_FTS
1885.9787600000002,322.33590000000004,61.674240000000005,Cond_FTS
1886.447073,202.1353,69.60976,Cond_FTS
1886.589948,188.13330000000002,64.63937,Cond_FTS
1905.475177,224.9364,78.18193000000001,Cond_FTS
1911.311885,200.91559999999998,71.38965,Cond_FTS
1911.859573,256.9146,79.60619,Cond_FTS
1912.9311030000001,231.0957,64.30056,Cond_FTS
1913.351156,236.8428,80.84966999999999,Cond_FTS
1913.922656,228.1395,81.25673,Cond_FTS
1914.115802,242.8555,82.45091,Cond_FTS
1918.517404,168.27718,82.03729,Cond_FTS
1922.369678,136.67958,34.6191,Cond_FTS
1922.584688,116.68796,25.59919,Cond_FTS
1923.251459,387.1229,52.21418,Cond_FTS
1924.0894690000002,201.8161,63.57159,Cond_FTS
1927.531698,147.71710000000002,18.59361,Cond_FTS
1927.708969,244.9046,49.27155,Cond_FTS
1928.8704899999998,130.87369,9.237254,Cond_FTS
1929.640427,410.0099,29.52764,Cond_FTS
1930.6775940000002,144.42104,29.337229999999998,Cond_FTS
1932.7678019999998,206.4736,38.849109999999996,Cond_FTS
1932.955657,235.2171,46.17954,Cond_FTS
1933.8737609999998,435.07599999999996,5.772998,Cond_FTS
1933.958427,171.53806,11.03481,Cond_FTS
1935.511532,253.5768,71.95441,Cond_FTS
1936.085677,257.9229,88.53823,Cond_FTS
1936.241782,257.9524,89.06871,Cond_FTS
1936.6730519999999,417.0563,87.55619,Cond_FTS
1937.1096149999998,321.1834,25.2147,Cond_FTS
1937.3794899999998,226.0684,61.78941,Cond_FTS
1937.498552,238.274,66.88763,Cond_FTS
1937.588511,247.9776,70.31754000000001,Cond_FTS
1938.6355,231.6097,80.90453000000001,Cond_FTS
1940.035341,110.51066,21.13547,Cond_FTS
1941.049261,246.8189,72.37213,Cond_FTS
1942.226657,259.9665,57.01735,Cond_FTS
1942.594427,251.3259,68.53803,Cond_FTS
1942.7452399999997,240.2892,58.60491999999999,Cond_FTS
1942.922511,242.8741,63.95371,Cond_FTS
1943.3746260000003,239.244,65.24893,Cond_FTS
1943.957032,246.8225,73.30289,Cond_FTS
1944.036407,248.0021,71.828,Cond_FTS
1945.113261,247.0611,64.79975999999999,Cond_FTS
1946.803948,234.4021,80.58614,Cond_FTS
1949.103177,246.5682,80.60933,Cond_FTS
1949.960427,216.80100000000002,75.38438000000001,Cond_FTS
1950.325552,227.4073,71.55714,Cond_FTS
1950.5689690000002,211.8612,66.91351,Cond_FTS
1950.717136,210.1137,68.42702,Cond_FTS
1951.0134690000002,216.9392,66.04955,Cond_FTS
1951.431511,219.7492,73.5224,Cond_FTCC
1951.7057579999998,204.6248,69.93212,Cond_FTS
1952.00293,208.0715,70.95344,Cond_FTS
1952.237541,220.2628,71.01545,Cond_FTCC
1952.513859,226.8736,73.21046,Cond_FTCC
1952.7332609999999,383.7486,56.38636999999999,Cond_FTCC
1953.167177,209.8667,77.4132,Cond_FTCC
1953.384136,213.6409,77.78007,Cond_FTS
1953.743969,205.373,70.97599,Cond_FTS
1954.106448,245.3571,81.4204,Cond_FTS
1954.754677,247.7504,84.63944000000001,Cond_FTCC
1954.843052,420.154,25.1592,Cond_FTCC
1954.900198,247.4298,76.0756,Cond_FTCC
1955.06424,224.8071,76.14086999999999,Cond_FTCC
1955.305011,228.1193,78.16448000000001,Cond_FTS
1955.462127,259.2052,79.91141,Cond_FTS
1955.6383859999999,232.543,76.1857,Cond_FTS
1955.887032,217.686,82.12638000000001,Cond_FTCC
1956.426636,208.2315,88.5849,Cond_FTS
1956.658639,208.2888,74.31915,Cond_FTS
1956.934844,211.5918,75.95597,Cond_FTS
1957.548677,222.75799999999998,70.96356999999999,Cond_FTCC
1957.997252,232.2768,76.09319,Cond_FTCC
1958.0937190000002,237.5135,74.07838000000001,Cond_FTCC
1958.2445309999998,231.4056,68.30463,Cond_FTCC
1958.294425,351.3069,45.55066,Cond_FTCC
1958.3413469999998,344.4115,45.39911,Cond_FTCC
1958.4221579999999,354.8811,45.760709999999996,Cond_FTCC
1959.117656,240.3921,82.43659,Cond_FTS
1959.281698,240.5589,80.00137,Cond_FTS
1959.7500109999999,243.2361,75.13932,Cond_FTS
1960.3198929999999,230.8507,70.17262,Cond_FTS
1960.497154,219.6164,64.63922,Cond_FTS
1961.4354059999998,212.418,73.0338,Cond_FTS
1963.036503,276.0935,59.57581,Cond_FTS
1966.034299,201.212,65.44788,Cond_FTS
1966.496886,225.4377,75.24001,Cond_FTS
1968.613552,243.2913,73.36666,Cond_FTS
1970.201052,82.146494,87.05717,Cond_FTS
1970.783136,352.3899,27.55122,Cond_FTS
1972.478259,432.9835,49.3303,Cond_FTCC
1974.963552,236.5726,71.81254,Cond_FTCC
1975.1249480000001,317.72040000000004,55.516630000000006,Cond_FTCC
1975.294281,338.0289,20.92215,Cond_FTS
1975.9530940000002,362.7728,49.31472,Cond_FTS
1976.267948,344.4167,67.66717,Cond_FTS
1977.204573,146.99863,63.98303000000001,Cond_FTS
1978.4216559999998,323.40819999999997,50.57391,Cond_FTS
1981.0279030000002,322.3798,47.99454,Cond_FTS
1981.296402,240.373,76.66724,Cond_FTS
1982.054974,229.8583,75.9874,Cond_FTS
1982.6893850000001,243.5985,67.97713,Cond_FTS
1983.501719,238.0721,80.19151,Cond_FTS
1987.672607,221.1559,84.74318000000001,Cond_FTCC
1987.992676,338.7081,41.33915,Cond_FTCC
1995.4486769999999,247.7447,82.18562,Cond_FTS
